id, idEntity, restorationStart, restorationEnd
388, 371 ,"1942-08-19 00:00:00", "1945-09-24 00:00:00"
389, 372 ,"2016-05-08 00:00:00", "2019-01-20 00:00:00"
390, 373 ,"1994-07-30 00:00:00", "2000-04-25 00:00:00"
391, 374 ,"1967-03-16 00:00:00", "1972-10-23 00:00:00"
392, 375 ,"1995-01-03 00:00:00", "2003-03-10 00:00:00"
393, 376 ,"1977-04-17 00:00:00", "1986-04-10 00:00:00"
394, 377 ,"1992-11-24 00:00:00", "1995-11-13 00:00:00"
395, 378 ,"2010-07-01 00:00:00", "2010-06-14 00:00:00"
396, 379 ,"1983-01-21 00:00:00", "1993-04-04 00:00:00"
397, 380 ,"2010-05-02 00:00:00", "2016-11-10 00:00:00"
398, 381 ,"1992-08-26 00:00:00", "1997-09-14 00:00:00"
399, 382 ,"2003-08-15 00:00:00", "2008-11-06 00:00:00"
400, 383 ,"1979-04-06 00:00:00", "1989-02-19 00:00:00"
401, 384 ,"1977-02-26 00:00:00", "1980-02-09 00:00:00"
402, 385 ,"1976-09-25 00:00:00", "1978-08-21 00:00:00"
403, 386 ,"1951-12-11 00:00:00", "1954-09-25 00:00:00"
404, 387 ,"2004-12-14 00:00:00", "2011-01-05 00:00:00"
405, 388 ,"1950-11-02 00:00:00", "1952-05-13 00:00:00"
406, 389 ,"2005-05-20 00:00:00", "2007-03-27 00:00:00"
407, 390 ,"2001-03-19 00:00:00", "2004-12-21 00:00:00"
408, 391 ,"2017-11-11 00:00:00", "2021-04-06 00:00:00"
409, 392 ,"1990-05-05 00:00:00", "1999-01-23 00:00:00"
410, 393 ,"2015-08-02 00:00:00", "2019-11-27 00:00:00"
411, 394 ,"2000-04-29 00:00:00", "2001-06-21 00:00:00"
412, 395 ,"2021-11-08 00:00:00", "2031-02-10 00:00:00"
413, 396 ,"2002-01-31 00:00:00", "2005-06-12 00:00:00"
414, 397 ,"1984-04-09 00:00:00", "1984-06-26 00:00:00"
415, 398 ,"1985-09-13 00:00:00", "1986-09-02 00:00:00"
416, 399 ,"1968-10-25 00:00:00", "1972-12-08 00:00:00"
417, 400 ,"1943-03-03 00:00:00", "1952-06-06 00:00:00"
418, 401 ,"1932-06-29 00:00:00", "1938-11-10 00:00:00"
419, 402 ,"1987-03-06 00:00:00", "1991-04-16 00:00:00"
420, 403 ,"1972-10-30 00:00:00", "1978-01-03 00:00:00"
421, 403 ,"1989-06-18 00:00:00", "1997-06-13 00:00:00"
422, 404 ,"1996-07-30 00:00:00", "2003-01-23 00:00:00"
423, 405 ,"2013-03-20 00:00:00", "2022-11-17 00:00:00"
424, 406 ,"1936-09-27 00:00:00", "1944-05-28 00:00:00"
425, 407 ,"2000-01-30 00:00:00", "2009-05-27 00:00:00"
426, 408 ,"1932-11-10 00:00:00", "1932-09-15 00:00:00"
427, 409 ,"2017-08-06 00:00:00", "2019-03-06 00:00:00"
428, 410 ,"2010-11-21 00:00:00", "2020-07-21 00:00:00"
429, 411 ,"1972-11-16 00:00:00", "1974-07-09 00:00:00"
430, 412 ,"1985-10-27 00:00:00", "1987-10-09 00:00:00"
431, 413 ,"2012-08-12 00:00:00", "2014-02-26 00:00:00"
432, 414 ,"1959-12-26 00:00:00", "1961-04-26 00:00:00"
433, 415 ,"1964-02-26 00:00:00", "1971-04-17 00:00:00"
434, 416 ,"1961-01-24 00:00:00", "1963-07-04 00:00:00"
435, 417 ,"1928-12-08 00:00:00", "1938-03-15 00:00:00"
436, 418 ,"1984-04-01 00:00:00", "1988-09-20 00:00:00"
437, 419 ,"1968-03-09 00:00:00", "1971-08-24 00:00:00"
438, 420 ,"1976-12-01 00:00:00", "1977-08-08 00:00:00"
439, 421 ,"1973-01-04 00:00:00", "1973-09-14 00:00:00"
440, 422 ,"1950-03-18 00:00:00", "1958-05-02 00:00:00"
441, 422 ,"2009-02-19 00:00:00", "2013-01-05 00:00:00"
442, 423 ,"1972-10-10 00:00:00", "1975-08-03 00:00:00"
443, 424 ,"1987-08-11 00:00:00", "1994-10-01 00:00:00"
444, 425 ,"1999-04-03 00:00:00", "1999-12-15 00:00:00"
445, 426 ,"1979-09-08 00:00:00", "1980-01-23 00:00:00"
446, 427 ,"1953-12-06 00:00:00", "1963-11-18 00:00:00"
447, 427 ,"1986-06-07 00:00:00", "1986-06-12 00:00:00"
448, 428 ,"2004-08-23 00:00:00", "2007-03-05 00:00:00"
449, 429 ,"1980-06-07 00:00:00", "1981-10-01 00:00:00"
450, 430 ,"1968-12-09 00:00:00", "1975-10-19 00:00:00"
451, 431 ,"2009-05-21 00:00:00", "2011-01-03 00:00:00"
452, 432 ,"1912-04-17 00:00:00", "1915-05-06 00:00:00"
453, 433 ,"1982-01-26 00:00:00", "1990-12-27 00:00:00"
454, 433 ,"2005-07-16 00:00:00", "2006-12-26 00:00:00"
455, 434 ,"1972-09-24 00:00:00", "1976-04-15 00:00:00"
456, 435 ,"1972-01-07 00:00:00", "1972-04-11 00:00:00"
457, 436 ,"1992-10-23 00:00:00", "1996-12-09 00:00:00"
458, 437 ,"2017-11-02 00:00:00", "2024-08-17 00:00:00"
459, 438 ,"1953-03-06 00:00:00", "1953-05-04 00:00:00"
460, 439 ,"1992-07-16 00:00:00", "2000-08-11 00:00:00"
461, 440 ,"2011-12-30 00:00:00", "2012-01-22 00:00:00"
462, 441 ,"1948-08-26 00:00:00", "1951-06-15 00:00:00"
463, 442 ,"1971-08-12 00:00:00", "1979-01-21 00:00:00"
464, 443 ,"2006-09-08 00:00:00", "2015-06-10 00:00:00"
465, 444 ,"1947-10-03 00:00:00", "1947-08-07 00:00:00"
466, 445 ,"2016-03-01 00:00:00", "2018-03-20 00:00:00"
467, 446 ,"2013-11-28 00:00:00", "2015-08-01 00:00:00"
468, 447 ,"2014-07-13 00:00:00", "2019-04-15 00:00:00"
469, 448 ,"1975-09-07 00:00:00", "1980-02-25 00:00:00"
470, 449 ,"1976-09-10 00:00:00", "1977-08-09 00:00:00"
471, 450 ,"1943-11-03 00:00:00", "1943-03-11 00:00:00"
472, 451 ,"1986-10-01 00:00:00", "1996-04-28 00:00:00"
473, 452 ,"1971-12-14 00:00:00", "1979-04-17 00:00:00"
474, 453 ,"2006-07-15 00:00:00", "2006-11-28 00:00:00"
475, 454 ,"2010-01-30 00:00:00", "2018-07-03 00:00:00"
476, 455 ,"1968-12-08 00:00:00", "1971-02-07 00:00:00"
477, 456 ,"1953-01-10 00:00:00", "1963-10-14 00:00:00"
478, 457 ,"1928-07-21 00:00:00", "1937-02-21 00:00:00"
479, 458 ,"1986-04-24 00:00:00", "1993-07-17 00:00:00"
480, 460 ,"1984-02-16 00:00:00", "1986-02-05 00:00:00"
481, 461 ,"1976-03-02 00:00:00", "1978-04-01 00:00:00"
482, 462 ,"1971-08-08 00:00:00", "1978-11-13 00:00:00"
483, 463 ,"2014-06-08 00:00:00", "2015-08-09 00:00:00"
484, 464 ,"1998-01-14 00:00:00", "2000-03-18 00:00:00"
485, 465 ,"1982-09-22 00:00:00", "1992-01-07 00:00:00"
486, 466 ,"2016-01-30 00:00:00", "2017-10-26 00:00:00"
487, 467 ,"1968-09-21 00:00:00", "1976-08-17 00:00:00"
488, 468 ,"1934-02-28 00:00:00", "1934-05-27 00:00:00"
489, 469 ,"1984-12-08 00:00:00", "1985-08-03 00:00:00"
490, 469 ,"2007-11-06 00:00:00", "2008-05-05 00:00:00"
491, 470 ,"1981-06-28 00:00:00", "1989-06-02 00:00:00"
492, 471 ,"2019-11-19 00:00:00", "2025-04-10 00:00:00"
493, 472 ,"2001-07-22 00:00:00", "2006-12-08 00:00:00"
494, 472 ,"2014-09-21 00:00:00", "2022-11-27 00:00:00"
495, 473 ,"1925-01-06 00:00:00", "1932-10-12 00:00:00"
496, 474 ,"1911-05-08 00:00:00", "1913-12-12 00:00:00"
497, 475 ,"1905-09-03 00:00:00", "1912-06-14 00:00:00"
498, 476 ,"2009-09-02 00:00:00", "2011-05-08 00:00:00"
499, 477 ,"1998-10-09 00:00:00", "2003-08-04 00:00:00"
500, 478 ,"1985-05-11 00:00:00", "1989-01-22 00:00:00"
501, 479 ,"2004-03-21 00:00:00", "2008-02-14 00:00:00"
502, 480 ,"1986-05-27 00:00:00", "1989-08-02 00:00:00"
503, 481 ,"1925-11-01 00:00:00", "1927-02-01 00:00:00"
504, 483 ,"1964-04-22 00:00:00", "1964-09-13 00:00:00"
505, 484 ,"2017-10-19 00:00:00", "2018-09-06 00:00:00"
506, 485 ,"2016-10-10 00:00:00", "2018-08-05 00:00:00"
507, 486 ,"2019-09-06 00:00:00", "2021-11-14 00:00:00"
508, 487 ,"1981-03-24 00:00:00", "1981-08-20 00:00:00"
509, 488 ,"1947-09-22 00:00:00", "1948-03-11 00:00:00"
510, 489 ,"2000-08-19 00:00:00", "2008-03-04 00:00:00"
511, 490 ,"1986-01-01 00:00:00", "1994-04-07 00:00:00"
512, 491 ,"1926-12-11 00:00:00", "1936-08-18 00:00:00"
513, 492 ,"2004-12-18 00:00:00", "2011-01-15 00:00:00"
514, 493 ,"1978-04-18 00:00:00", "1987-07-23 00:00:00"
515, 494 ,"1988-04-02 00:00:00", "1995-03-12 00:00:00"
516, 495 ,"2018-06-27 00:00:00", "2027-06-18 00:00:00"
517, 496 ,"1955-08-30 00:00:00", "1957-06-05 00:00:00"
518, 497 ,"1997-10-22 00:00:00", "1999-01-18 00:00:00"
519, 498 ,"2019-03-17 00:00:00", "2022-02-16 00:00:00"
520, 499 ,"2019-06-10 00:00:00", "2026-12-27 00:00:00"
521, 500 ,"1983-03-13 00:00:00", "1988-08-15 00:00:00"
522, 501 ,"2007-08-03 00:00:00", "2016-06-14 00:00:00"
523, 502 ,"1995-04-03 00:00:00", "1996-06-12 00:00:00"
524, 503 ,"1976-02-09 00:00:00", "1980-05-26 00:00:00"
525, 504 ,"1958-01-13 00:00:00", "1967-12-15 00:00:00"
526, 505 ,"1927-07-09 00:00:00", "1933-09-09 00:00:00"
527, 506 ,"1968-06-20 00:00:00", "1971-11-10 00:00:00"
528, 507 ,"1976-07-03 00:00:00", "1977-08-22 00:00:00"
529, 508 ,"1973-04-30 00:00:00", "1978-08-01 00:00:00"
530, 509 ,"1928-04-21 00:00:00", "1929-10-02 00:00:00"
531, 510 ,"1964-03-30 00:00:00", "1970-02-09 00:00:00"
532, 511 ,"2008-06-29 00:00:00", "2017-09-15 00:00:00"
533, 512 ,"1964-01-02 00:00:00", "1967-04-25 00:00:00"
534, 513 ,"2018-05-28 00:00:00", "2018-11-08 00:00:00"
535, 514 ,"2013-10-09 00:00:00", "2018-09-26 00:00:00"
536, 515 ,"1962-11-17 00:00:00", "1963-11-22 00:00:00"
537, 516 ,"1969-11-12 00:00:00", "1969-01-14 00:00:00"
538, 517 ,"1985-06-16 00:00:00", "1992-10-21 00:00:00"
539, 518 ,"1984-07-19 00:00:00", "1987-07-12 00:00:00"
540, 519 ,"1987-09-26 00:00:00", "1994-01-23 00:00:00"
541, 520 ,"1913-07-11 00:00:00", "1920-09-05 00:00:00"
542, 521 ,"1953-05-03 00:00:00", "1960-05-06 00:00:00"
543, 522 ,"1963-03-09 00:00:00", "1963-01-21 00:00:00"
544, 522 ,"1997-03-27 00:00:00", "2006-10-22 00:00:00"
545, 523 ,"1963-06-03 00:00:00", "1965-02-07 00:00:00"
546, 524 ,"1952-11-16 00:00:00", "1953-02-11 00:00:00"
547, 525 ,"1974-01-29 00:00:00", "1974-09-27 00:00:00"
548, 526 ,"1926-01-19 00:00:00", "1927-01-16 00:00:00"
549, 527 ,"1922-06-06 00:00:00", "1928-09-01 00:00:00"
550, 528 ,"1950-07-18 00:00:00", "1950-07-03 00:00:00"
551, 529 ,"2010-04-22 00:00:00", "2018-12-07 00:00:00"
552, 530 ,"2010-12-09 00:00:00", "2014-11-05 00:00:00"
553, 531 ,"2002-04-29 00:00:00", "2002-07-14 00:00:00"
554, 532 ,"1971-06-24 00:00:00", "1972-07-24 00:00:00"
555, 533 ,"2007-04-02 00:00:00", "2009-12-01 00:00:00"
556, 534 ,"2022-05-23 00:00:00", "2026-02-18 00:00:00"
557, 535 ,"2005-01-22 00:00:00", "2010-07-20 00:00:00"
558, 536 ,"2004-09-05 00:00:00", "2004-11-19 00:00:00"
559, 537 ,"2014-09-09 00:00:00", "2016-10-05 00:00:00"
560, 539 ,"1986-09-25 00:00:00", "1989-06-11 00:00:00"
561, 540 ,"2000-04-19 00:00:00", "2002-06-01 00:00:00"
562, 541 ,"1976-03-30 00:00:00", "1986-12-18 00:00:00"
563, 542 ,"1938-02-10 00:00:00", "1943-01-13 00:00:00"
564, 543 ,"1949-05-18 00:00:00", "1958-04-09 00:00:00"
565, 544 ,"2016-02-10 00:00:00", "2016-07-19 00:00:00"
566, 545 ,"1956-10-10 00:00:00", "1960-03-15 00:00:00"
567, 546 ,"2021-05-20 00:00:00", "2023-10-10 00:00:00"
568, 547 ,"1944-02-04 00:00:00", "1945-09-28 00:00:00"
569, 548 ,"1946-12-12 00:00:00", "1955-04-28 00:00:00"
570, 549 ,"1990-04-10 00:00:00", "1996-06-18 00:00:00"
571, 550 ,"2009-06-05 00:00:00", "2012-07-19 00:00:00"
572, 551 ,"2016-03-30 00:00:00", "2016-02-14 00:00:00"
573, 552 ,"2019-06-01 00:00:00", "2022-07-16 00:00:00"
574, 553 ,"1971-12-16 00:00:00", "1971-09-05 00:00:00"
575, 554 ,"1958-12-20 00:00:00", "1967-11-22 00:00:00"
576, 555 ,"1979-10-11 00:00:00", "1982-04-13 00:00:00"
577, 556 ,"2011-05-09 00:00:00", "2016-05-21 00:00:00"
578, 557 ,"1972-10-11 00:00:00", "1980-04-11 00:00:00"
579, 558 ,"1998-04-02 00:00:00", "2005-07-27 00:00:00"
580, 559 ,"1949-08-07 00:00:00", "1955-08-09 00:00:00"
581, 560 ,"1932-07-27 00:00:00", "1933-06-12 00:00:00"
582, 561 ,"1996-11-06 00:00:00", "2004-02-07 00:00:00"
583, 562 ,"1973-12-02 00:00:00", "1983-11-23 00:00:00"
584, 563 ,"2011-04-03 00:00:00", "2020-03-17 00:00:00"
585, 564 ,"2014-06-30 00:00:00", "2024-12-28 00:00:00"
586, 565 ,"1956-04-15 00:00:00", "1960-06-10 00:00:00"
587, 566 ,"2010-11-19 00:00:00", "2016-04-15 00:00:00"
588, 567 ,"1914-02-03 00:00:00", "1921-07-19 00:00:00"
589, 568 ,"2022-09-03 00:00:00", "2031-02-27 00:00:00"
590, 569 ,"2021-03-02 00:00:00", "2025-06-25 00:00:00"
591, 570 ,"1978-07-28 00:00:00", "1982-06-26 00:00:00"
592, 571 ,"1951-05-30 00:00:00", "1954-04-02 00:00:00"
593, 573 ,"1982-09-09 00:00:00", "1984-10-08 00:00:00"
594, 574 ,"2022-07-23 00:00:00", "2023-09-27 00:00:00"
595, 575 ,"1970-06-21 00:00:00", "1975-02-14 00:00:00"
596, 576 ,"1924-09-27 00:00:00", "1928-06-06 00:00:00"
597, 577 ,"2020-06-26 00:00:00", "2026-12-18 00:00:00"
598, 578 ,"1967-03-11 00:00:00", "1972-04-04 00:00:00"
599, 579 ,"1974-06-21 00:00:00", "1981-04-06 00:00:00"
600, 580 ,"1963-11-05 00:00:00", "1971-06-23 00:00:00"
601, 581 ,"2017-02-27 00:00:00", "2022-09-12 00:00:00"
602, 582 ,"1962-11-10 00:00:00", "1965-02-03 00:00:00"
603, 583 ,"2016-03-27 00:00:00", "2017-03-23 00:00:00"
604, 584 ,"1918-08-16 00:00:00", "1927-09-26 00:00:00"
605, 585 ,"1974-01-05 00:00:00", "1978-05-09 00:00:00"
606, 586 ,"1947-11-10 00:00:00", "1957-03-03 00:00:00"
607, 587 ,"1975-08-28 00:00:00", "1977-02-25 00:00:00"
608, 588 ,"1990-08-21 00:00:00", "1992-09-22 00:00:00"
609, 589 ,"1961-06-20 00:00:00", "1970-05-24 00:00:00"
610, 590 ,"1997-08-19 00:00:00", "2006-01-20 00:00:00"
611, 591 ,"1996-01-21 00:00:00", "2003-01-20 00:00:00"
612, 592 ,"1977-03-28 00:00:00", "1981-04-12 00:00:00"
613, 592 ,"1988-08-17 00:00:00", "1994-03-17 00:00:00"
614, 593 ,"1971-07-11 00:00:00", "1981-12-28 00:00:00"
615, 594 ,"1989-11-05 00:00:00", "1991-11-01 00:00:00"
616, 595 ,"1950-09-06 00:00:00", "1951-06-15 00:00:00"
617, 596 ,"1977-03-04 00:00:00", "1986-05-04 00:00:00"
618, 597 ,"2019-04-01 00:00:00", "2027-05-27 00:00:00"
619, 598 ,"1988-11-05 00:00:00", "1995-12-22 00:00:00"
620, 599 ,"1957-03-03 00:00:00", "1959-05-13 00:00:00"
621, 600 ,"2010-02-18 00:00:00", "2015-08-13 00:00:00"
622, 601 ,"1946-07-20 00:00:00", "1951-05-24 00:00:00"
623, 602 ,"1968-10-02 00:00:00", "1978-01-18 00:00:00"
624, 603 ,"2011-03-24 00:00:00", "2019-07-03 00:00:00"
625, 604 ,"1998-08-14 00:00:00", "1999-05-09 00:00:00"
626, 605 ,"2002-05-24 00:00:00", "2010-09-11 00:00:00"
627, 606 ,"1972-10-31 00:00:00", "1973-10-13 00:00:00"
628, 607 ,"1903-03-06 00:00:00", "1911-02-27 00:00:00"
629, 608 ,"1970-11-17 00:00:00", "1974-02-04 00:00:00"
630, 608 ,"1999-02-16 00:00:00", "2005-07-04 00:00:00"
631, 609 ,"1915-09-24 00:00:00", "1918-01-19 00:00:00"
632, 610 ,"1986-07-06 00:00:00", "1986-08-13 00:00:00"
633, 611 ,"1906-03-12 00:00:00", "1911-03-11 00:00:00"
634, 612 ,"1989-09-30 00:00:00", "1989-01-07 00:00:00"
635, 613 ,"1926-03-27 00:00:00", "1934-12-20 00:00:00"
636, 614 ,"1902-07-15 00:00:00", "1906-04-10 00:00:00"
637, 615 ,"1985-12-05 00:00:00", "1993-12-19 00:00:00"
638, 616 ,"1903-01-03 00:00:00", "1910-10-23 00:00:00"
639, 617 ,"1961-06-14 00:00:00", "1964-04-26 00:00:00"
640, 618 ,"1906-05-28 00:00:00", "1910-01-05 00:00:00"
641, 619 ,"1911-01-11 00:00:00", "1918-06-05 00:00:00"
642, 619 ,"1985-05-22 00:00:00", "1989-09-06 00:00:00"
643, 620 ,"1964-08-02 00:00:00", "1966-07-22 00:00:00"
644, 621 ,"1921-08-17 00:00:00", "1923-12-14 00:00:00"
645, 622 ,"2016-08-11 00:00:00", "2023-12-22 00:00:00"
646, 623 ,"1936-01-29 00:00:00", "1943-01-21 00:00:00"
647, 624 ,"1953-08-11 00:00:00", "1957-03-19 00:00:00"
648, 625 ,"1890-05-30 00:00:00", "1898-06-26 00:00:00"
649, 625 ,"1981-07-28 00:00:00", "1983-05-25 00:00:00"
650, 626 ,"1915-03-22 00:00:00", "1919-10-12 00:00:00"
651, 627 ,"1980-03-04 00:00:00", "1984-12-09 00:00:00"
652, 628 ,"1907-05-07 00:00:00", "1908-01-27 00:00:00"
653, 629 ,"1981-01-18 00:00:00", "1982-06-15 00:00:00"
654, 630 ,"1936-11-13 00:00:00", "1943-05-15 00:00:00"
655, 631 ,"1912-06-07 00:00:00", "1922-04-21 00:00:00"
656, 632 ,"1921-03-24 00:00:00", "1929-07-08 00:00:00"
657, 633 ,"1982-03-18 00:00:00", "1982-09-19 00:00:00"
658, 634 ,"1903-09-22 00:00:00", "1907-12-25 00:00:00"
659, 635 ,"1954-06-26 00:00:00", "1963-11-08 00:00:00"
660, 636 ,"1985-08-05 00:00:00", "1989-08-08 00:00:00"
661, 637 ,"2010-08-23 00:00:00", "2011-11-11 00:00:00"
662, 637 ,"2020-10-22 00:00:00", "2020-06-13 00:00:00"
663, 638 ,"1921-07-05 00:00:00", "1923-12-25 00:00:00"
664, 639 ,"1927-06-08 00:00:00", "1932-03-28 00:00:00"
665, 640 ,"1943-07-02 00:00:00", "1945-06-09 00:00:00"
666, 641 ,"1998-01-05 00:00:00", "2002-03-19 00:00:00"
667, 642 ,"2001-11-18 00:00:00", "2011-04-26 00:00:00"
668, 643 ,"1929-05-09 00:00:00", "1935-02-26 00:00:00"
669, 644 ,"1974-09-29 00:00:00", "1975-12-21 00:00:00"
670, 645 ,"1895-10-02 00:00:00", "1905-07-02 00:00:00"
671, 646 ,"1958-06-21 00:00:00", "1967-04-15 00:00:00"
672, 647 ,"1910-07-23 00:00:00", "1920-02-10 00:00:00"
673, 648 ,"1941-03-04 00:00:00", "1945-05-16 00:00:00"
674, 649 ,"1972-11-14 00:00:00", "1979-04-13 00:00:00"
675, 650 ,"2012-10-19 00:00:00", "2019-10-28 00:00:00"
676, 651 ,"1942-01-23 00:00:00", "1950-09-01 00:00:00"
677, 652 ,"1957-04-29 00:00:00", "1967-06-13 00:00:00"
678, 653 ,"2014-02-12 00:00:00", "2019-06-12 00:00:00"
679, 654 ,"1983-12-25 00:00:00", "1984-05-02 00:00:00"
680, 655 ,"1913-09-06 00:00:00", "1916-12-23 00:00:00"
681, 656 ,"1976-04-14 00:00:00", "1984-03-11 00:00:00"
682, 657 ,"1935-05-03 00:00:00", "1939-05-22 00:00:00"
683, 658 ,"1951-09-07 00:00:00", "1958-03-17 00:00:00"
684, 659 ,"1947-08-13 00:00:00", "1949-11-23 00:00:00"
685, 660 ,"1996-12-09 00:00:00", "1999-08-24 00:00:00"
686, 661 ,"2003-04-21 00:00:00", "2011-01-09 00:00:00"
687, 662 ,"2000-11-04 00:00:00", "2006-09-08 00:00:00"
688, 663 ,"1991-03-10 00:00:00", "1993-12-24 00:00:00"
689, 664 ,"1996-08-05 00:00:00", "1999-07-12 00:00:00"
690, 665 ,"1963-05-14 00:00:00", "1964-05-28 00:00:00"
691, 666 ,"2011-03-10 00:00:00", "2012-08-19 00:00:00"
692, 667 ,"1947-02-21 00:00:00", "1954-02-11 00:00:00"
693, 668 ,"1975-04-11 00:00:00", "1983-01-18 00:00:00"
694, 669 ,"1949-08-31 00:00:00", "1956-01-27 00:00:00"
695, 670 ,"1954-10-11 00:00:00", "1961-09-25 00:00:00"
696, 671 ,"1986-10-27 00:00:00", "1993-09-26 00:00:00"
697, 672 ,"1972-08-29 00:00:00", "1974-04-22 00:00:00"
698, 673 ,"1985-06-06 00:00:00", "1985-03-12 00:00:00"
699, 674 ,"1941-10-10 00:00:00", "1948-01-11 00:00:00"
700, 675 ,"2022-08-30 00:00:00", "2029-12-19 00:00:00"
701, 676 ,"1947-05-15 00:00:00", "1949-03-15 00:00:00"
702, 677 ,"1987-08-16 00:00:00", "1991-11-05 00:00:00"
703, 678 ,"1972-05-16 00:00:00", "1982-02-23 00:00:00"
704, 678 ,"2008-11-02 00:00:00", "2017-02-28 00:00:00"
705, 679 ,"2016-06-26 00:00:00", "2018-02-01 00:00:00"
706, 680 ,"2004-07-26 00:00:00", "2005-08-02 00:00:00"
707, 681 ,"2003-07-19 00:00:00", "2007-12-28 00:00:00"
708, 682 ,"2016-12-12 00:00:00", "2020-09-16 00:00:00"
709, 683 ,"1976-01-23 00:00:00", "1981-08-03 00:00:00"
710, 684 ,"1954-08-06 00:00:00", "1963-06-19 00:00:00"
711, 685 ,"2011-07-21 00:00:00", "2017-04-20 00:00:00"
712, 686 ,"1999-07-20 00:00:00", "2002-10-02 00:00:00"
713, 687 ,"2020-11-21 00:00:00", "2020-05-10 00:00:00"
714, 688 ,"1947-09-12 00:00:00", "1953-11-26 00:00:00"
715, 689 ,"2010-04-20 00:00:00", "2013-09-19 00:00:00"
716, 690 ,"1992-11-06 00:00:00", "2002-10-16 00:00:00"
717, 691 ,"1954-07-24 00:00:00", "1964-05-02 00:00:00"
718, 692 ,"1961-11-06 00:00:00", "1969-11-12 00:00:00"
719, 693 ,"2011-08-05 00:00:00", "2015-07-12 00:00:00"
720, 694 ,"1972-10-15 00:00:00", "1976-06-23 00:00:00"
721, 695 ,"2014-03-11 00:00:00", "2023-12-11 00:00:00"
722, 696 ,"2013-03-20 00:00:00", "2018-01-28 00:00:00"
723, 697 ,"2001-11-20 00:00:00", "2008-04-28 00:00:00"
724, 698 ,"2018-07-15 00:00:00", "2023-07-16 00:00:00"
725, 699 ,"1982-10-16 00:00:00", "1989-04-04 00:00:00"
726, 700 ,"2005-06-26 00:00:00", "2008-10-10 00:00:00"
727, 701 ,"1928-06-18 00:00:00", "1930-06-28 00:00:00"
728, 702 ,"1938-05-19 00:00:00", "1948-09-09 00:00:00"
729, 703 ,"2008-06-16 00:00:00", "2008-10-18 00:00:00"
730, 704 ,"1934-12-30 00:00:00", "1936-10-08 00:00:00"
731, 705 ,"1927-05-12 00:00:00", "1928-02-02 00:00:00"
732, 706 ,"1990-03-31 00:00:00", "1996-09-27 00:00:00"
733, 706 ,"2015-06-27 00:00:00", "2024-05-03 00:00:00"
734, 707 ,"1972-02-08 00:00:00", "1979-12-26 00:00:00"
735, 708 ,"1956-11-29 00:00:00", "1960-08-09 00:00:00"
736, 709 ,"2008-03-01 00:00:00", "2013-07-25 00:00:00"
737, 710 ,"1947-06-24 00:00:00", "1947-06-03 00:00:00"
738, 711 ,"2022-11-25 00:00:00", "2031-10-02 00:00:00"
739, 712 ,"1976-04-14 00:00:00", "1981-12-27 00:00:00"
740, 713 ,"1945-08-17 00:00:00", "1952-07-27 00:00:00"
741, 714 ,"1966-06-21 00:00:00", "1967-05-09 00:00:00"
742, 715 ,"2004-01-02 00:00:00", "2012-09-28 00:00:00"
743, 716 ,"2005-06-24 00:00:00", "2005-10-07 00:00:00"
744, 717 ,"2020-07-11 00:00:00", "2029-05-16 00:00:00"
745, 718 ,"1989-08-03 00:00:00", "1998-07-13 00:00:00"
746, 719 ,"2022-12-06 00:00:00", "2022-06-01 00:00:00"
747, 720 ,"1985-03-08 00:00:00", "1989-07-16 00:00:00"
748, 721 ,"2004-09-18 00:00:00", "2006-11-21 00:00:00"
749, 722 ,"2003-08-29 00:00:00", "2005-05-12 00:00:00"
750, 723 ,"2014-07-31 00:00:00", "2022-03-24 00:00:00"
751, 724 ,"1990-08-14 00:00:00", "1996-08-17 00:00:00"
752, 725 ,"1930-10-08 00:00:00", "1938-09-06 00:00:00"
753, 726 ,"1988-12-10 00:00:00", "1997-02-15 00:00:00"
754, 727 ,"1948-09-12 00:00:00", "1957-05-20 00:00:00"
755, 728 ,"2014-02-28 00:00:00", "2017-04-17 00:00:00"
756, 729 ,"1989-09-16 00:00:00", "1995-11-04 00:00:00"
757, 730 ,"1979-03-27 00:00:00", "1989-01-24 00:00:00"
758, 731 ,"1977-12-27 00:00:00", "1979-01-10 00:00:00"
759, 732 ,"1966-09-30 00:00:00", "1974-05-01 00:00:00"
760, 733 ,"1970-07-02 00:00:00", "1976-07-24 00:00:00"
761, 734 ,"1978-05-16 00:00:00", "1980-06-05 00:00:00"
762, 735 ,"2018-09-04 00:00:00", "2028-10-10 00:00:00"
763, 736 ,"2011-11-19 00:00:00", "2011-12-23 00:00:00"
764, 737 ,"2018-09-20 00:00:00", "2020-01-28 00:00:00"
765, 738 ,"1988-11-05 00:00:00", "1989-02-21 00:00:00"
766, 739 ,"1950-02-17 00:00:00", "1957-02-11 00:00:00"
767, 740 ,"1976-08-17 00:00:00", "1977-07-14 00:00:00"
768, 741 ,"1954-03-31 00:00:00", "1960-02-12 00:00:00"
769, 742 ,"2021-09-05 00:00:00", "2025-10-05 00:00:00"
770, 743 ,"1993-03-26 00:00:00", "1996-05-26 00:00:00"
771, 744 ,"1948-06-19 00:00:00", "1958-09-20 00:00:00"
772, 745 ,"1990-12-31 00:00:00", "1990-10-06 00:00:00"
773, 746 ,"1923-04-02 00:00:00", "1930-06-12 00:00:00"
774, 748 ,"2003-07-26 00:00:00", "2007-12-07 00:00:00"
775, 749 ,"2013-03-09 00:00:00", "2014-05-26 00:00:00"
